instance,algorithm,randomSeed,epsilon,horizon,REG
i-2.txt,ucb,47,0,51200,576.0
i-2.txt,ucb,48,0,51200,476.0
i-2.txt,ucb,49,0,51200,203.0
i-2.txt,ucb,0,0,204800,195.0
i-2.txt,ucb,1,0,204800,460.0
i-2.txt,ucb,2,0,204800,422.0
i-2.txt,ucb,3,0,204800,591.0
i-2.txt,ucb,4,0,204800,171.0
i-2.txt,ucb,5,0,204800,130.0
i-2.txt,ucb,6,0,204800,678.0
i-2.txt,ucb,7,0,204800,312.0
i-2.txt,ucb,8,0,204800,-205.0
i-2.txt,ucb,9,0,204800,299.0
i-2.txt,ucb,10,0,204800,277.0
i-2.txt,ucb,11,0,204800,418.0
i-2.txt,ucb,12,0,204800,580.0
i-2.txt,ucb,13,0,204800,430.0
i-2.txt,ucb,14,0,204800,132.0
i-2.txt,ucb,15,0,204800,374.0
i-2.txt,ucb,16,0,204800,450.0
i-2.txt,ucb,17,0,204800,331.0
i-2.txt,ucb,18,0,204800,376.0
i-2.txt,ucb,19,0,204800,232.0
i-2.txt,ucb,20,0,204800,815.0
i-2.txt,ucb,21,0,204800,663.0
i-2.txt,ucb,22,0,204800,632.0
i-2.txt,ucb,23,0,204800,705.0
i-2.txt,ucb,24,0,204800,76.0
i-2.txt,ucb,25,0,204800,326.0
i-2.txt,ucb,26,0,204800,506.0
i-2.txt,ucb,27,0,204800,331.0
i-2.txt,ucb,28,0,204800,98.0
i-2.txt,ucb,29,0,204800,249.0
i-2.txt,ucb,30,0,204800,386.0
i-2.txt,ucb,31,0,204800,560.0
i-2.txt,ucb,32,0,204800,289.0
i-2.txt,ucb,33,0,204800,375.0
i-2.txt,ucb,34,0,204800,357.0
i-2.txt,ucb,35,0,204800,18.0
i-2.txt,ucb,36,0,204800,357.0
i-2.txt,ucb,37,0,204800,635.0
i-2.txt,ucb,38,0,204800,469.0
i-2.txt,ucb,39,0,204800,609.0
i-2.txt,ucb,40,0,204800,427.0
i-2.txt,ucb,41,0,204800,-90.0
i-2.txt,ucb,42,0,204800,683.0
i-2.txt,ucb,43,0,204800,373.0
i-2.txt,ucb,44,0,204800,863.0
i-2.txt,ucb,45,0,204800,187.0
i-2.txt,ucb,46,0,204800,638.0
i-2.txt,ucb,47,0,204800,455.0
i-2.txt,ucb,48,0,204800,264.0
i-2.txt,ucb,49,0,204800,270.0
i-2.txt,kl-ucb,0,0,50,12.0
i-2.txt,kl-ucb,1,0,50,4.0
i-2.txt,kl-ucb,2,0,50,7.0
i-2.txt,kl-ucb,3,0,50,15.0
i-2.txt,kl-ucb,4,0,50,6.0
i-2.txt,kl-ucb,5,0,50,6.0
i-2.txt,kl-ucb,6,0,50,10.0
i-2.txt,kl-ucb,7,0,50,4.0
i-2.txt,kl-ucb,8,0,50,8.0
i-2.txt,kl-ucb,9,0,50,4.0
i-2.txt,kl-ucb,10,0,50,11.0
i-2.txt,kl-ucb,11,0,50,9.0
i-2.txt,kl-ucb,12,0,50,5.0
i-2.txt,kl-ucb,13,0,50,9.0
i-2.txt,kl-ucb,14,0,50,6.0
i-2.txt,kl-ucb,15,0,50,10.0
i-2.txt,kl-ucb,16,0,50,13.0
i-2.txt,kl-ucb,17,0,50,14.0
i-2.txt,kl-ucb,18,0,50,4.0
i-2.txt,kl-ucb,19,0,50,-1.0
i-2.txt,kl-ucb,20,0,50,9.0
i-2.txt,kl-ucb,21,0,50,9.0
i-2.txt,kl-ucb,22,0,50,11.0
i-2.txt,kl-ucb,23,0,50,5.0
i-2.txt,kl-ucb,24,0,50,9.0
i-2.txt,kl-ucb,25,0,50,4.0
i-2.txt,kl-ucb,26,0,50,9.0
i-2.txt,kl-ucb,27,0,50,7.0
i-2.txt,kl-ucb,28,0,50,0.0
i-2.txt,kl-ucb,29,0,50,11.0
i-2.txt,kl-ucb,30,0,50,10.0
i-2.txt,kl-ucb,31,0,50,8.0
i-2.txt,kl-ucb,32,0,50,4.0
i-2.txt,kl-ucb,33,0,50,9.0
i-2.txt,kl-ucb,34,0,50,8.0
i-2.txt,kl-ucb,35,0,50,6.0
i-2.txt,kl-ucb,36,0,50,8.0
i-2.txt,kl-ucb,37,0,50,15.0
i-2.txt,kl-ucb,38,0,50,-1.0
i-2.txt,kl-ucb,39,0,50,6.0
i-2.txt,kl-ucb,40,0,50,5.0
i-2.txt,kl-ucb,41,0,50,7.0
i-2.txt,kl-ucb,42,0,50,6.0
i-2.txt,kl-ucb,43,0,50,13.0
i-2.txt,kl-ucb,44,0,50,4.0
i-2.txt,kl-ucb,45,0,50,7.0
i-2.txt,kl-ucb,46,0,50,5.0
i-2.txt,kl-ucb,47,0,50,12.0
i-2.txt,kl-ucb,48,0,50,-3.0
i-2.txt,kl-ucb,49,0,50,5.0
i-2.txt,kl-ucb,0,0,200,29.0
i-2.txt,kl-ucb,1,0,200,20.0
i-2.txt,kl-ucb,2,0,200,15.0
i-2.txt,kl-ucb,3,0,200,22.0
i-2.txt,kl-ucb,4,0,200,16.0
i-2.txt,kl-ucb,5,0,200,34.0
i-2.txt,kl-ucb,6,0,200,22.0
i-2.txt,kl-ucb,7,0,200,12.0
i-2.txt,kl-ucb,8,0,200,12.0
i-2.txt,kl-ucb,9,0,200,21.0
i-2.txt,kl-ucb,10,0,200,23.0
i-2.txt,kl-ucb,11,0,200,23.0
i-2.txt,kl-ucb,12,0,200,14.0
i-2.txt,kl-ucb,13,0,200,10.0
i-2.txt,kl-ucb,14,0,200,15.0
i-2.txt,kl-ucb,15,0,200,27.0
i-2.txt,kl-ucb,16,0,200,25.0
i-2.txt,kl-ucb,17,0,200,27.0
i-2.txt,kl-ucb,18,0,200,23.0
i-2.txt,kl-ucb,19,0,200,6.0
i-2.txt,kl-ucb,20,0,200,9.0
i-2.txt,kl-ucb,21,0,200,26.0
i-2.txt,kl-ucb,22,0,200,19.0
i-2.txt,kl-ucb,23,0,200,17.0
i-2.txt,kl-ucb,24,0,200,13.0
i-2.txt,kl-ucb,25,0,200,22.0
i-2.txt,kl-ucb,26,0,200,14.0
i-2.txt,kl-ucb,27,0,200,24.0
i-2.txt,kl-ucb,28,0,200,13.0
i-2.txt,kl-ucb,29,0,200,24.0
i-2.txt,kl-ucb,30,0,200,18.0
i-2.txt,kl-ucb,31,0,200,13.0
i-2.txt,kl-ucb,32,0,200,22.0
i-2.txt,kl-ucb,33,0,200,17.0
i-2.txt,kl-ucb,34,0,200,21.0
i-2.txt,kl-ucb,35,0,200,12.0
i-2.txt,kl-ucb,36,0,200,22.0
i-2.txt,kl-ucb,37,0,200,37.0
i-2.txt,kl-ucb,38,0,200,12.0
i-2.txt,kl-ucb,39,0,200,2.0
i-2.txt,kl-ucb,40,0,200,21.0
i-2.txt,kl-ucb,41,0,200,27.0
i-2.txt,kl-ucb,42,0,200,20.0
i-2.txt,kl-ucb,43,0,200,21.0
i-2.txt,kl-ucb,44,0,200,14.0
i-2.txt,kl-ucb,45,0,200,31.0
i-2.txt,kl-ucb,46,0,200,7.0
i-2.txt,kl-ucb,47,0,200,24.0
i-2.txt,kl-ucb,48,0,200,15.0
i-2.txt,kl-ucb,49,0,200,14.0
i-2.txt,kl-ucb,0,0,800,34.0
i-2.txt,kl-ucb,1,0,800,64.0
i-2.txt,kl-ucb,2,0,800,47.0
i-2.txt,kl-ucb,3,0,800,31.0
i-2.txt,kl-ucb,4,0,800,47.0
i-2.txt,kl-ucb,5,0,800,25.0
i-2.txt,kl-ucb,6,0,800,32.0
i-2.txt,kl-ucb,7,0,800,20.0
i-2.txt,kl-ucb,8,0,800,59.0
i-2.txt,kl-ucb,9,0,800,31.0
i-2.txt,kl-ucb,10,0,800,72.0
i-2.txt,kl-ucb,11,0,800,87.0
i-2.txt,kl-ucb,12,0,800,44.0
i-2.txt,kl-ucb,13,0,800,27.0
i-2.txt,kl-ucb,14,0,800,18.0
i-2.txt,kl-ucb,15,0,800,60.0
i-2.txt,kl-ucb,16,0,800,33.0
i-2.txt,kl-ucb,17,0,800,24.0
i-2.txt,kl-ucb,18,0,800,62.0
i-2.txt,kl-ucb,19,0,800,24.0
i-2.txt,kl-ucb,20,0,800,34.0
i-2.txt,kl-ucb,21,0,800,40.0
i-2.txt,kl-ucb,22,0,800,32.0
i-2.txt,kl-ucb,23,0,800,61.0
i-2.txt,kl-ucb,24,0,800,35.0
i-2.txt,kl-ucb,25,0,800,41.0
i-2.txt,kl-ucb,26,0,800,35.0
i-2.txt,kl-ucb,27,0,800,70.0
i-2.txt,kl-ucb,28,0,800,58.0
i-2.txt,kl-ucb,29,0,800,35.0
i-2.txt,kl-ucb,30,0,800,29.0
i-2.txt,kl-ucb,31,0,800,52.0
i-2.txt,kl-ucb,32,0,800,52.0
i-2.txt,kl-ucb,33,0,800,77.0
i-2.txt,kl-ucb,34,0,800,67.0
i-2.txt,kl-ucb,35,0,800,27.0
i-2.txt,kl-ucb,36,0,800,66.0
i-2.txt,kl-ucb,37,0,800,68.0
i-2.txt,kl-ucb,38,0,800,63.0
i-2.txt,kl-ucb,39,0,800,30.0
i-2.txt,kl-ucb,40,0,800,54.0
i-2.txt,kl-ucb,41,0,800,79.0
i-2.txt,kl-ucb,42,0,800,55.0
i-2.txt,kl-ucb,43,0,800,49.0
i-2.txt,kl-ucb,44,0,800,34.0
i-2.txt,kl-ucb,45,0,800,49.0
i-2.txt,kl-ucb,46,0,800,43.0
i-2.txt,kl-ucb,47,0,800,74.0
i-2.txt,kl-ucb,48,0,800,54.0
i-2.txt,kl-ucb,49,0,800,31.0
i-2.txt,kl-ucb,0,0,3200,98.0
i-2.txt,kl-ucb,1,0,3200,138.0
i-2.txt,kl-ucb,2,0,3200,100.0
i-2.txt,kl-ucb,3,0,3200,62.0
i-2.txt,kl-ucb,4,0,3200,94.0
i-2.txt,kl-ucb,5,0,3200,37.0
i-2.txt,kl-ucb,6,0,3200,55.0
i-2.txt,kl-ucb,7,0,3200,54.0
i-2.txt,kl-ucb,8,0,3200,34.0
i-2.txt,kl-ucb,9,0,3200,98.0
i-2.txt,kl-ucb,10,0,3200,88.0
i-2.txt,kl-ucb,11,0,3200,56.0
i-2.txt,kl-ucb,12,0,3200,134.0
i-2.txt,kl-ucb,13,0,3200,67.0
i-2.txt,kl-ucb,14,0,3200,59.0
i-2.txt,kl-ucb,15,0,3200,56.0
i-2.txt,kl-ucb,16,0,3200,132.0
i-2.txt,kl-ucb,17,0,3200,54.0
i-2.txt,kl-ucb,18,0,3200,74.0
i-2.txt,kl-ucb,19,0,3200,66.0
i-2.txt,kl-ucb,20,0,3200,99.0
i-2.txt,kl-ucb,21,0,3200,65.0
i-2.txt,kl-ucb,22,0,3200,63.0
i-2.txt,kl-ucb,23,0,3200,38.0
i-2.txt,kl-ucb,24,0,3200,108.0
i-2.txt,kl-ucb,25,0,3200,65.0
i-2.txt,kl-ucb,26,0,3200,136.0
i-2.txt,kl-ucb,27,0,3200,80.0
i-2.txt,kl-ucb,28,0,3200,74.0
i-2.txt,kl-ucb,29,0,3200,76.0
i-2.txt,kl-ucb,30,0,3200,43.0
i-2.txt,kl-ucb,31,0,3200,123.0
i-2.txt,kl-ucb,32,0,3200,101.0
i-2.txt,kl-ucb,33,0,3200,108.0
i-2.txt,kl-ucb,34,0,3200,128.0
i-2.txt,kl-ucb,35,0,3200,53.0
i-2.txt,kl-ucb,36,0,3200,124.0
i-2.txt,kl-ucb,37,0,3200,114.0
i-2.txt,kl-ucb,38,0,3200,119.0
i-2.txt,kl-ucb,39,0,3200,85.0
i-2.txt,kl-ucb,40,0,3200,59.0
i-2.txt,kl-ucb,41,0,3200,108.0
i-2.txt,kl-ucb,42,0,3200,120.0
i-2.txt,kl-ucb,43,0,3200,112.0
i-2.txt,kl-ucb,44,0,3200,40.0
i-2.txt,kl-ucb,45,0,3200,96.0
i-2.txt,kl-ucb,46,0,3200,47.0
i-2.txt,kl-ucb,47,0,3200,98.0
i-2.txt,kl-ucb,48,0,3200,152.0
i-2.txt,kl-ucb,49,0,3200,70.0
i-2.txt,kl-ucb,0,0,12800,136.0
i-2.txt,kl-ucb,1,0,12800,124.0
i-2.txt,kl-ucb,2,0,12800,67.0
i-2.txt,kl-ucb,3,0,12800,85.0
i-2.txt,kl-ucb,4,0,12800,28.0
i-2.txt,kl-ucb,5,0,12800,135.0
i-2.txt,kl-ucb,6,0,12800,94.0
i-2.txt,kl-ucb,7,0,12800,93.0
i-2.txt,kl-ucb,8,0,12800,-83.0
i-2.txt,kl-ucb,9,0,12800,125.0
i-2.txt,kl-ucb,10,0,12800,86.0
i-2.txt,kl-ucb,11,0,12800,31.0
i-2.txt,kl-ucb,12,0,12800,173.0
i-2.txt,kl-ucb,13,0,12800,97.0
i-2.txt,kl-ucb,14,0,12800,108.0
i-2.txt,kl-ucb,15,0,12800,52.0
i-2.txt,kl-ucb,16,0,12800,94.0
i-2.txt,kl-ucb,17,0,12800,61.0
i-2.txt,kl-ucb,18,0,12800,100.0
i-2.txt,kl-ucb,19,0,12800,120.0
i-2.txt,kl-ucb,20,0,12800,177.0
i-2.txt,kl-ucb,21,0,12800,95.0
i-2.txt,kl-ucb,22,0,12800,154.0
i-2.txt,kl-ucb,23,0,12800,63.0
i-2.txt,kl-ucb,24,0,12800,0.0
i-2.txt,kl-ucb,25,0,12800,209.0
i-2.txt,kl-ucb,26,0,12800,182.0
i-2.txt,kl-ucb,27,0,12800,171.0
i-2.txt,kl-ucb,28,0,12800,95.0
i-2.txt,kl-ucb,29,0,12800,57.0
i-2.txt,kl-ucb,30,0,12800,-67.0
i-2.txt,kl-ucb,31,0,12800,143.0
i-2.txt,kl-ucb,32,0,12800,95.0
i-2.txt,kl-ucb,33,0,12800,182.0
i-2.txt,kl-ucb,34,0,12800,207.0
i-2.txt,kl-ucb,35,0,12800,92.0
i-2.txt,kl-ucb,36,0,12800,29.0
i-2.txt,kl-ucb,37,0,12800,172.0
i-2.txt,kl-ucb,38,0,12800,29.0
i-2.txt,kl-ucb,39,0,12800,109.0
i-2.txt,kl-ucb,40,0,12800,67.0
i-2.txt,kl-ucb,41,0,12800,114.0
i-2.txt,kl-ucb,42,0,12800,122.0
i-2.txt,kl-ucb,43,0,12800,171.0
i-2.txt,kl-ucb,44,0,12800,210.0
i-2.txt,kl-ucb,45,0,12800,109.0
i-2.txt,kl-ucb,46,0,12800,152.0
i-2.txt,kl-ucb,47,0,12800,217.0
i-2.txt,kl-ucb,48,0,12800,226.0
i-2.txt,kl-ucb,49,0,12800,129.0
i-2.txt,kl-ucb,0,0,51200,106.0
i-2.txt,kl-ucb,1,0,51200,132.0
i-2.txt,kl-ucb,2,0,51200,118.0
i-2.txt,kl-ucb,3,0,51200,152.0
i-2.txt,kl-ucb,4,0,51200,-1.0
i-2.txt,kl-ucb,5,0,51200,198.0
i-2.txt,kl-ucb,6,0,51200,72.0
i-2.txt,kl-ucb,7,0,51200,135.0
i-2.txt,kl-ucb,8,0,51200,-194.0
i-2.txt,kl-ucb,9,0,51200,192.0
i-2.txt,kl-ucb,10,0,51200,67.0
i-2.txt,kl-ucb,11,0,51200,31.0
i-2.txt,kl-ucb,12,0,51200,120.0
i-2.txt,kl-ucb,13,0,51200,163.0
i-2.txt,kl-ucb,14,0,51200,-64.0
i-2.txt,kl-ucb,15,0,51200,99.0
i-2.txt,kl-ucb,16,0,51200,115.0
i-2.txt,kl-ucb,17,0,51200,107.0
i-2.txt,kl-ucb,18,0,51200,43.0
i-2.txt,kl-ucb,19,0,51200,15.0
i-2.txt,kl-ucb,20,0,51200,319.0
i-2.txt,kl-ucb,21,0,51200,222.0
i-2.txt,kl-ucb,22,0,51200,83.0
i-2.txt,kl-ucb,23,0,51200,48.0
i-2.txt,kl-ucb,24,0,51200,-76.0
i-2.txt,kl-ucb,25,0,51200,213.0
i-2.txt,kl-ucb,26,0,51200,284.0
i-2.txt,kl-ucb,27,0,51200,310.0
i-2.txt,kl-ucb,28,0,51200,68.0
i-2.txt,kl-ucb,29,0,51200,111.0
i-2.txt,kl-ucb,30,0,51200,-51.0
i-2.txt,kl-ucb,31,0,51200,234.0
i-2.txt,kl-ucb,32,0,51200,105.0
i-2.txt,kl-ucb,33,0,51200,241.0
i-2.txt,kl-ucb,34,0,51200,169.0
i-2.txt,kl-ucb,35,0,51200,-6.0
i-2.txt,kl-ucb,36,0,51200,57.0
i-2.txt,kl-ucb,37,0,51200,182.0
i-2.txt,kl-ucb,38,0,51200,69.0
i-2.txt,kl-ucb,39,0,51200,43.0
i-2.txt,kl-ucb,40,0,51200,11.0
i-2.txt,kl-ucb,41,0,51200,12.0
i-2.txt,kl-ucb,42,0,51200,69.0
i-2.txt,kl-ucb,43,0,51200,294.0
i-2.txt,kl-ucb,44,0,51200,394.0
i-2.txt,kl-ucb,45,0,51200,133.0
i-2.txt,kl-ucb,46,0,51200,106.0
i-2.txt,kl-ucb,47,0,51200,366.0
i-2.txt,kl-ucb,48,0,51200,318.0
i-2.txt,kl-ucb,49,0,51200,34.0
i-2.txt,kl-ucb,0,0,204800,-7.0
i-2.txt,kl-ucb,1,0,204800,251.0
i-2.txt,kl-ucb,2,0,204800,73.0
i-2.txt,kl-ucb,3,0,204800,313.0
i-2.txt,kl-ucb,4,0,204800,-124.0
i-2.txt,kl-ucb,5,0,204800,-49.0
i-2.txt,kl-ucb,6,0,204800,368.0
i-2.txt,kl-ucb,7,0,204800,75.0
i-2.txt,kl-ucb,8,0,204800,-457.0
i-2.txt,kl-ucb,9,0,204800,-5.0
i-2.txt,kl-ucb,10,0,204800,16.0
i-2.txt,kl-ucb,11,0,204800,157.0
i-2.txt,kl-ucb,12,0,204800,384.0
i-2.txt,kl-ucb,13,0,204800,128.0
i-2.txt,kl-ucb,14,0,204800,-74.0
i-2.txt,kl-ucb,15,0,204800,48.0
i-2.txt,kl-ucb,16,0,204800,187.0
i-2.txt,kl-ucb,17,0,204800,32.0
i-2.txt,kl-ucb,18,0,204800,98.0
i-2.txt,kl-ucb,19,0,204800,-48.0
i-2.txt,kl-ucb,20,0,204800,568.0
i-2.txt,kl-ucb,21,0,204800,403.0
i-2.txt,kl-ucb,22,0,204800,426.0
i-2.txt,kl-ucb,23,0,204800,364.0
i-2.txt,kl-ucb,24,0,204800,-257.0
i-2.txt,kl-ucb,25,0,204800,102.0
i-2.txt,kl-ucb,26,0,204800,258.0
i-2.txt,kl-ucb,27,0,204800,59.0
i-2.txt,kl-ucb,28,0,204800,-192.0
i-2.txt,kl-ucb,29,0,204800,39.0
i-2.txt,kl-ucb,30,0,204800,169.0
i-2.txt,kl-ucb,31,0,204800,291.0
i-2.txt,kl-ucb,32,0,204800,43.0
i-2.txt,kl-ucb,33,0,204800,202.0
i-2.txt,kl-ucb,34,0,204800,106.0
i-2.txt,kl-ucb,35,0,204800,-272.0
i-2.txt,kl-ucb,36,0,204800,59.0
i-2.txt,kl-ucb,37,0,204800,429.0
i-2.txt,kl-ucb,38,0,204800,302.0
i-2.txt,kl-ucb,39,0,204800,285.0
i-2.txt,kl-ucb,40,0,204800,177.0
i-2.txt,kl-ucb,41,0,204800,-351.0
i-2.txt,kl-ucb,42,0,204800,378.0
i-2.txt,kl-ucb,43,0,204800,127.0
i-2.txt,kl-ucb,44,0,204800,668.0
i-2.txt,kl-ucb,45,0,204800,-14.0
i-2.txt,kl-ucb,46,0,204800,395.0
i-2.txt,kl-ucb,47,0,204800,199.0
i-2.txt,kl-ucb,48,0,204800,31.0
i-2.txt,kl-ucb,49,0,204800,61.0
i-2.txt,thompson-sampling,0,0,50,10.0
i-2.txt,thompson-sampling,1,0,50,1.0
i-2.txt,thompson-sampling,2,0,50,11.0
i-2.txt,thompson-sampling,3,0,50,11.0
i-2.txt,thompson-sampling,4,0,50,7.0
i-2.txt,thompson-sampling,5,0,50,4.0
i-2.txt,thompson-sampling,6,0,50,14.0
i-2.txt,thompson-sampling,7,0,50,4.0
i-2.txt,thompson-sampling,8,0,50,4.0
i-2.txt,thompson-sampling,9,0,50,4.0
i-2.txt,thompson-sampling,10,0,50,10.0
i-2.txt,thompson-sampling,11,0,50,10.0
i-2.txt,thompson-sampling,12,0,50,8.0
i-2.txt,thompson-sampling,13,0,50,8.0
i-2.txt,thompson-sampling,14,0,50,6.0
i-2.txt,thompson-sampling,15,0,50,10.0
i-2.txt,thompson-sampling,16,0,50,6.0
i-2.txt,thompson-sampling,17,0,50,17.0
i-2.txt,thompson-sampling,18,0,50,4.0
i-2.txt,thompson-sampling,19,0,50,4.0
i-2.txt,thompson-sampling,20,0,50,5.0
i-2.txt,thompson-sampling,21,0,50,3.0
i-2.txt,thompson-sampling,22,0,50,12.0
i-2.txt,thompson-sampling,23,0,50,6.0
i-2.txt,thompson-sampling,24,0,50,8.0
i-2.txt,thompson-sampling,25,0,50,2.0
i-2.txt,thompson-sampling,26,0,50,6.0
i-2.txt,thompson-sampling,27,0,50,13.0
i-2.txt,thompson-sampling,28,0,50,-2.0
i-2.txt,thompson-sampling,29,0,50,4.0
i-2.txt,thompson-sampling,30,0,50,14.0
i-2.txt,thompson-sampling,31,0,50,7.0
i-2.txt,thompson-sampling,32,0,50,4.0
i-2.txt,thompson-sampling,33,0,50,6.0
i-2.txt,thompson-sampling,34,0,50,13.0
i-2.txt,thompson-sampling,35,0,50,3.0
i-2.txt,thompson-sampling,36,0,50,11.0
i-2.txt,thompson-sampling,37,0,50,8.0
i-2.txt,thompson-sampling,38,0,50,7.0
i-2.txt,thompson-sampling,39,0,50,6.0
i-2.txt,thompson-sampling,40,0,50,5.0
i-2.txt,thompson-sampling,41,0,50,8.0
i-2.txt,thompson-sampling,42,0,50,2.0
i-2.txt,thompson-sampling,43,0,50,9.0
i-2.txt,thompson-sampling,44,0,50,5.0
i-2.txt,thompson-sampling,45,0,50,8.0
i-2.txt,thompson-sampling,46,0,50,3.0
i-2.txt,thompson-sampling,47,0,50,4.0
i-2.txt,thompson-sampling,48,0,50,-1.0
i-2.txt,thompson-sampling,49,0,50,7.0
i-2.txt,thompson-sampling,0,0,200,22.0
i-2.txt,thompson-sampling,1,0,200,14.0
i-2.txt,thompson-sampling,2,0,200,17.0
i-2.txt,thompson-sampling,3,0,200,24.0
i-2.txt,thompson-sampling,4,0,200,7.0
i-2.txt,thompson-sampling,5,0,200,23.0
i-2.txt,thompson-sampling,6,0,200,21.0
i-2.txt,thompson-sampling,7,0,200,9.0
i-2.txt,thompson-sampling,8,0,200,12.0
i-2.txt,thompson-sampling,9,0,200,6.0
i-2.txt,thompson-sampling,10,0,200,14.0
i-2.txt,thompson-sampling,11,0,200,14.0
i-2.txt,thompson-sampling,12,0,200,10.0
i-2.txt,thompson-sampling,13,0,200,8.0
i-2.txt,thompson-sampling,14,0,200,8.0
i-2.txt,thompson-sampling,15,0,200,17.0
i-2.txt,thompson-sampling,16,0,200,7.0
i-2.txt,thompson-sampling,17,0,200,52.0
i-2.txt,thompson-sampling,18,0,200,26.0
i-2.txt,thompson-sampling,19,0,200,4.0
i-2.txt,thompson-sampling,20,0,200,4.0
i-2.txt,thompson-sampling,21,0,200,12.0
i-2.txt,thompson-sampling,22,0,200,18.0
i-2.txt,thompson-sampling,23,0,200,11.0
i-2.txt,thompson-sampling,24,0,200,15.0
i-2.txt,thompson-sampling,25,0,200,1.0
i-2.txt,thompson-sampling,26,0,200,9.0
i-2.txt,thompson-sampling,27,0,200,42.0
i-2.txt,thompson-sampling,28,0,200,-2.0
i-2.txt,thompson-sampling,29,0,200,14.0
i-2.txt,thompson-sampling,30,0,200,32.0
i-2.txt,thompson-sampling,31,0,200,6.0
i-2.txt,thompson-sampling,32,0,200,10.0
i-2.txt,thompson-sampling,33,0,200,-2.0
i-2.txt,thompson-sampling,34,0,200,26.0
i-2.txt,thompson-sampling,35,0,200,4.0
i-2.txt,thompson-sampling,36,0,200,18.0
i-2.txt,thompson-sampling,37,0,200,18.0
i-2.txt,thompson-sampling,38,0,200,15.0
i-2.txt,thompson-sampling,39,0,200,11.0
i-2.txt,thompson-sampling,40,0,200,11.0
i-2.txt,thompson-sampling,41,0,200,18.0
i-2.txt,thompson-sampling,42,0,200,13.0
i-2.txt,thompson-sampling,43,0,200,23.0
i-2.txt,thompson-sampling,44,0,200,24.0
i-2.txt,thompson-sampling,45,0,200,26.0
i-2.txt,thompson-sampling,46,0,200,12.0
i-2.txt,thompson-sampling,47,0,200,12.0
i-2.txt,thompson-sampling,48,0,200,14.0
i-2.txt,thompson-sampling,49,0,200,16.0
i-2.txt,thompson-sampling,0,0,800,8.0
i-2.txt,thompson-sampling,1,0,800,38.0
i-2.txt,thompson-sampling,2,0,800,15.0
i-2.txt,thompson-sampling,3,0,800,26.0
i-2.txt,thompson-sampling,4,0,800,34.0
i-2.txt,thompson-sampling,5,0,800,10.0
i-2.txt,thompson-sampling,6,0,800,21.0
i-2.txt,thompson-sampling,7,0,800,10.0
i-2.txt,thompson-sampling,8,0,800,60.0
i-2.txt,thompson-sampling,9,0,800,5.0
i-2.txt,thompson-sampling,10,0,800,32.0
i-2.txt,thompson-sampling,11,0,800,43.0
i-2.txt,thompson-sampling,12,0,800,25.0
i-2.txt,thompson-sampling,13,0,800,15.0
i-2.txt,thompson-sampling,14,0,800,-9.0
i-2.txt,thompson-sampling,15,0,800,51.0
i-2.txt,thompson-sampling,16,0,800,17.0
i-2.txt,thompson-sampling,17,0,800,98.0
i-2.txt,thompson-sampling,18,0,800,48.0
i-2.txt,thompson-sampling,19,0,800,-1.0
i-2.txt,thompson-sampling,20,0,800,10.0
i-2.txt,thompson-sampling,21,0,800,29.0
i-2.txt,thompson-sampling,22,0,800,17.0
i-2.txt,thompson-sampling,23,0,800,45.0
i-2.txt,thompson-sampling,24,0,800,26.0
i-2.txt,thompson-sampling,25,0,800,11.0
i-2.txt,thompson-sampling,26,0,800,12.0
i-2.txt,thompson-sampling,27,0,800,72.0
i-2.txt,thompson-sampling,28,0,800,15.0
i-2.txt,thompson-sampling,29,0,800,29.0
i-2.txt,thompson-sampling,30,0,800,45.0
i-2.txt,thompson-sampling,31,0,800,18.0
i-2.txt,thompson-sampling,32,0,800,24.0
i-2.txt,thompson-sampling,33,0,800,21.0
i-2.txt,thompson-sampling,34,0,800,38.0
i-2.txt,thompson-sampling,35,0,800,-1.0
i-2.txt,thompson-sampling,36,0,800,65.0
i-2.txt,thompson-sampling,37,0,800,29.0
i-2.txt,thompson-sampling,38,0,800,64.0
i-2.txt,thompson-sampling,39,0,800,5.0
i-2.txt,thompson-sampling,40,0,800,21.0
i-2.txt,thompson-sampling,41,0,800,42.0
i-2.txt,thompson-sampling,42,0,800,54.0
i-2.txt,thompson-sampling,43,0,800,16.0
i-2.txt,thompson-sampling,44,0,800,27.0
i-2.txt,thompson-sampling,45,0,800,34.0
i-2.txt,thompson-sampling,46,0,800,52.0
i-2.txt,thompson-sampling,47,0,800,41.0
i-2.txt,thompson-sampling,48,0,800,53.0
i-2.txt,thompson-sampling,49,0,800,20.0
i-2.txt,thompson-sampling,0,0,3200,42.0
i-2.txt,thompson-sampling,1,0,3200,85.0
i-2.txt,thompson-sampling,2,0,3200,49.0
i-2.txt,thompson-sampling,3,0,3200,35.0
i-2.txt,thompson-sampling,4,0,3200,75.0
i-2.txt,thompson-sampling,5,0,3200,1.0
i-2.txt,thompson-sampling,6,0,3200,27.0
i-2.txt,thompson-sampling,7,0,3200,2.0
i-2.txt,thompson-sampling,8,0,3200,24.0
i-2.txt,thompson-sampling,9,0,3200,37.0
i-2.txt,thompson-sampling,10,0,3200,36.0
i-2.txt,thompson-sampling,11,0,3200,12.0
i-2.txt,thompson-sampling,12,0,3200,50.0
i-2.txt,thompson-sampling,13,0,3200,48.0
i-2.txt,thompson-sampling,14,0,3200,15.0
i-2.txt,thompson-sampling,15,0,3200,23.0
